Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,GRBM_COUNT,GRBM_GUI_ACTIVE,SQ_WAVES,SQ_IFETCH,SQ_IFETCH_LEVEL,SQ_ACCUM_PREV_HIRES,DispatchNs,BeginNs,EndNs,CompleteNs
66,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,92,257468,257468,2097152,256,61440,0,128,16,48,64,0x0,0x7f5ca5c08680,37054139,37054139,32768,161611776,23586741434,175761080753,5233288245812819,5233300042132402,5233300064708859,5233288291065112
67,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,94,257468,257468,16000000,256,0,0,4,4,16,64,0x0,0x7f5ca4f993c0,313958,313958,250000,2000000,190245394,1428000157,5233288245931220,5233300064720219,5233300064897979,5233288291280856
68,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,96,257468,257468,4194304,256,0,0,4,4,16,64,0x0,0x7f5ca4f998c0,101577,101577,65536,524288,55013933,412829699,5233288246047288,5233300064909979,5233300064957499,5233288291369442
69,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,97,257468,257468,2097152,256,61440,0,128,16,48,64,0x0,0x7f5ca5c08680,37063128,37063128,32768,161611776,23588153152,175775271139,5233288246196677,5233300064957499,5233300087537476,5233288313994762
70,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,99,257468,257468,16000000,256,0,0,4,4,16,64,0x0,0x7f5ca4f993c0,312871,312871,250000,2000000,189313494,1420965804,5233288246313135,5233300087548836,5233300087724356,5233288314210485
71,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,101,257468,257468,4194304,256,0,0,4,4,16,64,0x0,0x7f5ca4f998c0,102584,102584,65536,524288,55598267,416981664,5233288246424373,5233300087736516,5233300087782596,5233288314298019
72,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,102,257468,257468,2097152,256,61440,0,128,16,48,64,0x0,0x7f5ca5c08680,37051837,37051837,32768,161611776,23585422672,175751002146,5233288246563743,5233300087782583,5233300110373920,5233288336924171
73,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,104,257468,257468,16000000,256,0,0,4,4,16,64,0x0,0x7f5ca4f993c0,306990,306990,250000,2000000,185733216,1394769072,5233288246681724,5233300110385278,5233300110563038,5233288337132981
74,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,106,257468,257468,4194304,256,0,0,4,4,16,64,0x0,0x7f5ca4f998c0,99326,99326,65536,524288,53565551,402140114,5233288246796399,5233300110575038,5233300110623518,5233288337218832
75,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,107,257468,257468,2097152,256,61440,0,128,16,48,64,0x0,0x7f5ca5c08680,37051961,37051961,32768,161611776,23585901406,175756301686,5233288246935649,5233300110623518,5233300133213415,5233288359840896
76,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,109,257468,257468,4194304,256,0,0,4,4,16,64,0x0,0x7f5ca4f998c0,90288,90288,65536,524288,50020191,375996689,5233288360051550,5233300133409735,5233300133456775,5233288360250202
77,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,110,257468,257468,2097152,256,40960,0,116,20,32,64,0x0,0x7f5ca5520680,37298239,37298239,32768,154730496,23743633430,176830022102,5233288365623022,5233300139158529,5233300161881546,5233288388533726
78,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,113,257468,257468,16000000,256,0,0,4,4,16,64,0x0,0x7f5ca4f993c0,306605,306605,250000,2000000,187573071,1412817105,5233288388552711,5233300161967786,5233300162144585,5233288388932582
79,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,114,257468,257468,4194304,256,0,0,4,4,16,64,0x0,0x7f5ca4f998c0,100221,100221,65536,524288,55257606,416096831,5233288388756051,5233300162144585,5233300162193065,5233288389047537
80,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,115,257468,257468,2097152,256,40960,0,116,20,32,64,0x0,0x7f5ca5520680,37302215,37302215,32768,154730496,23744271830,176826640290,5233288388904709,5233300162193185,5233300184906445,5233288411844578
81,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,116,257468,257468,16000000,256,0,0,4,4,16,64,0x0,0x7f5ca4f993c0,314840,314840,250000,2000000,190515799,1429951159,5233288389005378,5233300184906445,5233300185084843,5233288411990010
82,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,117,257468,257468,4194304,256,0,0,4,4,16,64,0x0,0x7f5ca4f998c0,108828,108828,65536,524288,59425201,445278888,5233288389244565,5233300185084843,5233300185136043,5233288412075149
83,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,118,257468,257468,2097152,256,40960,0,116,20,32,64,0x0,0x7f5ca5520680,37307092,37307092,32768,154730496,23743285849,176821833700,5233288389407921,5233300185136043,5233300207872342,5233288434841463
84,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,119,257468,257468,16000000,256,0,0,4,4,16,64,0x0,0x7f5ca4f993c0,317103,317103,250000,2000000,191739778,1438958666,5233288389500504,5233300207872342,5233300208050102,5233288435051957
85,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,120,257468,257468,4194304,256,0,0,4,4,16,64,0x0,0x7f5ca4f998c0,106097,106097,65536,524288,57169069,428620782,5233288389585914,5233300208050102,5233300208098262,5233288435135864
86,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,121,257468,257468,2097152,256,40960,0,116,20,32,64,0x0,0x7f5ca5520680,37313921,37313921,32768,154730496,23750993426,176876022323,5233288389719874,5233300208098262,5233300230832001,5233288457904622
87,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,122,257468,257468,16000000,256,0,0,4,4,16,64,0x0,0x7f5ca4f993c0,314991,314991,250000,2000000,190678804,1431082078,5233288389808851,5233300230832001,5233300231008161,5233288458114745
88,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,123,257468,257468,4194304,256,0,0,4,4,16,64,0x0,0x7f5ca4f998c0,107564,107564,65536,524288,58689302,439702877,5233288389890383,5233300231008161,5233300231056961,5233288458200125
89,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,124,257468,257468,2097152,256,40960,0,116,20,32,64,0x0,0x7f5ca5520680,37297907,37297907,32768,154730496,23739892077,176792791434,5233288390039342,5233300231057079,5233300253786821,5233288480963413
90,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,125,257468,257468,16000000,256,0,0,4,4,16,64,0x0,0x7f5ca4f993c0,321126,321126,250000,2000000,194646077,1460264925,5233288390142184,5233300253786821,5233300253964579,5233288481173656
91,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,126,257468,257468,4194304,256,0,0,4,4,16,64,0x0,0x7f5ca4f998c0,105222,105222,65536,524288,57008481,427568574,5233288390225991,5233300253964579,5233300254012099,5233288481255109
92,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,127,257468,257468,2097152,256,40960,0,116,20,32,64,0x0,0x7f5ca5520680,37299762,37299762,32768,154730496,23739113446,176787989012,5233288390358909,5233300254012099,5233300276730481,5233288504016944
93,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,129,257468,257468,4194304,256,0,0,4,4,16,64,0x0,0x7f5ca4f998c0,93970,93970,65536,524288,52185422,391741917,5233288504087937,5233300276791601,5233300276839281,5233288504288773
94,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,130,257468,257468,2097152,256,40960,0,116,20,32,64,0x0,0x7f5ca5520680,37308506,37308506,32768,154730496,23748430683,176853625039,5233288504293632,5233300276860561,5233300299578782,5233288527275399
95,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,131,257468,257468,16000000,256,0,0,4,4,16,64,0x0,0x7f5ca4f993c0,317760,317760,250000,2000000,192275443,1442615390,5233288504474841,5233300299578782,5233300299755742,5233288527422183
96,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,133,257468,257468,4194304,256,0,0,4,4,16,64,0x0,0x7f5ca4f998c0,96102,96102,65536,524288,50848509,382022881,5233288504594484,5233300299769182,5233300299816542,5233288527546165
97,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,134,257468,257468,2097152,256,40960,0,116,20,32,64,0x0,0x7f5ca5520680,37305772,37305772,32768,154730496,23743026571,176818393796,5233288504738704,5233300299816554,5233300322536376,5233288550286530
98,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,136,257468,257468,16000000,256,0,0,4,4,16,64,0x0,0x7f5ca4f993c0,315641,315641,250000,2000000,190811839,1432079215,5233288504860192,5233300322547894,5233300322730934,5233288550500441
99,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,138,257468,257468,4194304,256,0,0,4,4,16,64,0x0,0x7f5ca4f998c0,101213,101213,65536,524288,54531844,409232910,5233288504981709,5233300322742934,5233300322790614,5233288550588635
100,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,139,257468,257468,2097152,256,40960,0,116,20,32,64,0x0,0x7f5ca5520680,37299860,37299860,32768,154730496,23740132873,176793022729,5233288505126399,5233300322790614,5233300345509636,5233288573350711
101,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,141,257468,257468,16000000,256,0,0,4,4,16,64,0x0,0x7f5ca4f993c0,314137,314137,250000,2000000,189909425,1425565166,5233288505243569,5233300345521156,5233300345694916,5233288573567717
102,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,143,257468,257468,4194304,256,0,0,4,4,16,64,0x0,0x7f5ca4f998c0,102914,102914,65536,524288,55502252,416430904,5233288505355899,5233300345706916,5233300345753156,5233288573655982
103,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,144,257468,257468,2097152,256,40960,0,116,20,32,64,0x0,0x7f5ca5520680,37290488,37290488,32768,154730496,23731066666,176735220180,5233288505494358,5233300345753156,5233300368475857,5233288596416576
104,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,146,257468,257468,16000000,256,0,0,4,4,16,64,0x0,0x7f5ca4f993c0,320378,320378,250000,2000000,193656343,1453392446,5233288505611186,5233300368487377,5233300368661777,5233288596637429
105,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,148,257468,257468,4194304,256,0,0,4,4,16,64,0x0,0x7f5ca4f998c0,102011,102011,65536,524288,54727617,410589985,5233288505724258,5233300368674097,5233300368722257,5233288596725373
106,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,149,257468,257468,2097152,256,40960,0,116,20,32,64,0x0,0x7f5ca5520680,37333927,37333927,32768,154730496,23759563310,176939340303,5233288505862897,5233300368722473,5233300391440379,5233288619509170
107,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,151,257468,257468,4194304,256,0,0,4,4,16,64,0x0,0x7f5ca4f998c0,92903,92903,65536,524288,51667865,388094236,5233288619734902,5233300391630937,5233300391679417,5233288619934145
108,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,152,257468,257468,4194304,256,61440,0,128,16,48,64,0x0,0x7f5ca54d8680,37698480,37698480,65536,165937152,24001047908,178878741773,5233288625706412,5233300397562134,5233300420524839,5233288648870630
109,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,155,257468,257468,16000000,256,0,0,4,4,16,64,0x0,0x7f5ca4f993c0,308950,308950,250000,2000000,189169123,1425842677,5233288648886830,5233300420618759,5233300420797319,5233288649282590
110,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,156,257468,257468,4194304,256,0,0,4,4,16,64,0x0,0x7f5ca4f998c0,104178,104178,65536,524288,57413213,435595064,5233288649104277,5233300420797319,5233300420847399,5233288649399679
111,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,157,257468,257468,4194304,256,61440,0,128,16,48,64,0x0,0x7f5ca54d8680,37610115,37610115,65536,165937152,23940350444,178424712019,5233288649256161,5233300420847399,5233300443794424,5233288672402876
112,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,158,257468,257468,16000000,256,0,0,4,4,16,64,0x0,0x7f5ca4f993c0,318305,318305,250000,2000000,192236548,1442327058,5233288649355436,5233300443794424,5233300443974104,5233288672550492
113,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,159,257468,257468,4194304,256,0,0,4,4,16,64,0x0,0x7f5ca4f998c0,112427,112427,65536,524288,56689601,425014473,5233288649588222,5233300443974104,5233300444024664,5233288672651341
114,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,160,257468,257468,4194304,256,61440,0,128,16,48,64,0x0,0x7f5ca54d8680,37672506,37672506,65536,165937152,23978847869,178706551000,5233288649735758,5233300444024520,5233300466973943,5233288695646653
115,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,161,257468,257468,16000000,256,0,0,4,4,16,64,0x0,0x7f5ca4f993c0,317582,317582,250000,2000000,192323776,1443186893,5233288649836717,5233300466973943,5233300467151061,5233288695855093
116,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,162,257468,257468,4194304,256,0,0,4,4,16,64,0x0,0x7f5ca4f998c0,106435,106435,65536,524288,57616377,431912912,5233288649920533,5233300467151061,5233300467200341,5233288695943248
117,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,163,257468,257468,4194304,256,61440,0,128,16,48,64,0x0,0x7f5ca54d8680,37645321,37645321,65536,165937152,23962193595,178584396813,5233288650052941,5233300467200341,5233300490153444,5233288718924334
118,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,164,257468,257468,16000000,256,0,0,4,4,16,64,0x0,0x7f5ca4f993c0,314673,314673,250000,2000000,190577281,1430374281,5233288650158288,5233300490153444,5233300490332644,5233288719134467
119,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,165,257468,257468,4194304,256,0,0,4,4,16,64,0x0,0x7f5ca4f998c0,107886,107886,65536,524288,58815063,440748321,5233288650247916,5233300490332644,5233300490380484,5233288719218163
120,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,166,257468,257468,4194304,256,61440,0,128,16,48,64,0x0,0x7f5ca54d8680,37692628,37692628,65536,165937152,23993449931,178813173921,5233288650379171,5233300490380484,5233300513351187,5233288742232211
121,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,167,257468,257468,16000000,256,0,0,4,4,16,64,0x0,0x7f5ca4f993c0,319416,319416,250000,2000000,193571785,1452580254,5233288650485921,5233300513351187,5233300513526547,5233288742445519
122,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,168,257468,257468,4194304,256,0,0,4,4,16,64,0x0,0x7f5ca4f998c0,105179,105179,65536,524288,56774967,425800805,5233288650567854,5233300513526547,5233300513576627,5233288742526912
123,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,169,257468,257468,4194304,256,61440,0,128,16,48,64,0x0,0x7f5ca54d8680,37652763,37652763,65536,165937152,23966281492,178615976791,5233288650700122,5233300513576569,5233300536516711,5233288765521523
124,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,171,257468,257468,4194304,256,0,0,4,4,16,64,0x0,0x7f5ca4f998c0,90107,90107,65536,524288,49722206,373560210,5233288765591213,5233300536578309,5233300536625189,5233288765808911
125,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,172,257468,257468,4194304,256,61440,0,128,16,48,64,0x0,0x7f5ca54d8680,37611544,37611544,65536,165937152,23943104369,178441985517,5233288765818559,5233300536638309,5233300559594131,5233288789002995
126,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,173,257468,257468,16000000,256,0,0,4,4,16,64,0x0,0x7f5ca4f993c0,317827,317827,250000,2000000,192514404,1444715546,5233288765998746,5233300559594131,5233300559770131,5233288789148266
127,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,175,257468,257468,4194304,256,0,0,4,4,16,64,0x0,0x7f5ca4f998c0,105849,105849,65536,524288,57162022,428488160,5233288766122557,5233300559783571,5233300559830451,5233288789256970
128,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,176,257468,257468,4194304,256,61440,0,128,16,48,64,0x0,0x7f5ca54d8680,37655036,37655036,65536,165937152,23969804491,178639745709,5233288766272217,5233300559830451,5233300582793793,5233288812234228
129,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,178,257468,257468,16000000,256,0,0,4,4,16,64,0x0,0x7f5ca4f993c0,310479,310479,250000,2000000,187539651,1407967699,5233288766392522,5233300582804993,5233300582981313,5233288812448890
130,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,180,257468,257468,4194304,256,0,0,4,4,16,64,0x0,0x7f5ca4f998c0,101853,101853,65536,524288,54905937,411954956,5233288766508409,5233300582993473,5233300583040673,5233288812540691
131,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,181,257468,257468,4194304,256,61440,0,128,16,48,64,0x0,0x7f5ca54d8680,37649612,37649612,65536,165937152,23966531791,178617482657,5233288766658099,5233300583040690,5233300605991553,5233288835530273
132,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,183,257468,257468,16000000,256,0,0,4,4,16,64,0x0,0x7f5ca4f993c0,313958,313958,250000,2000000,188856925,1417987842,5233288766782331,5233300606002911,5233300606177471,5233288835743662
133,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,185,257468,257468,4194304,256,0,0,4,4,16,64,0x0,0x7f5ca4f998c0,102516,102516,65536,524288,55435823,415902612,5233288766898429,5233300606189471,5233300606235871,5233288835832087
134,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,186,257468,257468,4194304,256,61440,0,128,16,48,64,0x0,0x7f5ca54d8680,37661113,37661113,65536,165937152,23973389214,178665989663,5233288767039072,5233300606235871,5233300629182093,5233288858826929
135,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,188,257468,257468,16000000,256,0,0,4,4,16,64,0x0,0x7f5ca4f993c0,314320,314320,250000,2000000,190198587,1427634875,5233288767155640,5233300629193453,5233300629372013,5233288859043874
136,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,190,257468,257468,4194304,256,0,0,4,4,16,64,0x0,0x7f5ca4f998c0,102018,102018,65536,524288,54919680,412111266,5233288767268080,5233300629384173,5233300629432173,5233288859131328
137,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,191,257468,257468,4194304,256,61440,0,128,16,48,64,0x0,0x7f5ca54d8680,37637405,37637405,65536,165937152,23958618860,178557886547,5233288767406719,5233300629432173,5233300652381595,5233288882112464
138,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,193,257468,257468,4194304,256,0,0,4,4,16,64,0x0,0x7f5ca4f998c0,91688,91688,65536,524288,50756997,381314520,5233288882320693,5233300652578555,5233300652625595,5233288882521829
139,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,194,257468,257468,4194304,256,40960,0,116,20,32,64,0x0,0x7f5ca54b0680,37740913,37740913,65536,158531584,24023887484,178948069900,5233288887915438,5233300658123774,5233300681114638,5233288911106236
140,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,197,257468,257468,16000000,256,0,0,4,4,16,64,0x0,0x7f5ca4f993c0,303697,303697,250000,2000000,185718937,1399726429,5233288911121014,5233300681212876,5233300681393516,5233288911504010
141,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,198,257468,257468,4194304,256,0,0,4,4,16,64,0x0,0x7f5ca4f998c0,103121,103121,65536,524288,56621494,428809672,5233288911329464,5233300681393516,5233300681446956,5233288911621370
142,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,199,257468,257468,4194304,256,40960,0,116,20,32,64,0x0,0x7f5ca54b0680,37732803,37732803,65536,158531584,24017695925,178887687446,5233288911478362,5233300681446956,5233300704450940,5233288934687304
143,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,200,257468,257468,16000000,256,0,0,4,4,16,64,0x0,0x7f5ca4f993c0,317307,317307,250000,2000000,192153186,1441912021,5233288911577577,5233300704450940,5233300704627740,5233288934834739
144,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,201,257468,257468,4194304,256,0,0,4,4,16,64,0x0,0x7f5ca4f998c0,102456,102456,65536,524288,54993113,412440313,5233288911805815,5233300704627740,5233300704675900,5233288934951207
145,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,202,257468,257468,4194304,256,40960,0,116,20,32,64,0x0,0x7f5ca54b0680,37658624,37658624,65536,158531584,23969723519,178539627521,5233288911948491,5233300704675900,5233300727664043,5233288957907927
146,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,203,257468,257468,16000000,256,0,0,4,4,16,64,0x0,0x7f5ca4f993c0,315539,315539,250000,2000000,191112568,1434349788,5233288912044491,5233300727664043,5233300727841163,5233288958119123
147,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,204,257468,257468,4194304,256,0,0,4,4,16,64,0x0,0x7f5ca4f998c0,108534,108534,65536,524288,58567634,438980316,5233288912128779,5233300727841163,5233300727890923,5233288958203841
148,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,205,257468,257468,4194304,256,40960,0,116,20,32,64,0x0,0x7f5ca54b0680,37766807,37766807,65536,158531584,24039217610,179048968750,5233288912264292,5233300727890781,5233300750889803,5233288981255188
149,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,206,257468,257468,16000000,256,0,0,4,4,16,64,0x0,0x7f5ca4f993c0,313611,313611,250000,2000000,189583380,1422695582,5233288912356204,5233300750889803,5233300751069161,5233288981461454
150,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,207,257468,257468,4194304,256,0,0,4,4,16,64,0x0,0x7f5ca4f998c0,107027,107027,65536,524288,58185107,436032129,5233288912440462,5233300751069161,5233300751117961,5233288981544499
151,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,208,257468,257468,4194304,256,40960,0,116,20,32,64,0x0,0x7f5ca54b0680,37621591,37621591,65536,158531584,23939067172,178311556609,5233288912572829,5233300751117961,5233300774091543,5233289004506298
152,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,209,257468,257468,16000000,256,0,0,4,4,16,64,0x0,0x7f5ca4f993c0,315250,315250,250000,2000000,190254972,1428044468,5233288912681913,5233300774091543,5233300774269143,5233289004717433
153,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,210,257468,257468,4194304,256,0,0,4,4,16,64,0x0,0x7f5ca4f998c0,109691,109691,65536,524288,59726871,447280265,5233288912763566,5233300774269143,5233300774316983,5233289004802222
154,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,211,257468,257468,4194304,256,40960,0,116,20,32,64,0x0,0x7f5ca54b0680,37683999,37683999,65536,158531584,23987402658,178667150992,5233288912895923,5233300774316983,5233300797320804,5233289027802994
155,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,213,257468,257468,4194304,256,0,0,4,4,16,64,0x0,0x7f5ca4f998c0,91575,91575,65536,524288,50615894,380332259,5233289027875340,5233300797384484,5233300797432484,5233289028081966
156,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,214,257468,257468,4194304,256,40960,0,116,20,32,64,0x0,0x7f5ca54b0680,37736701,37736701,65536,158531584,24021623220,178918402890,5233289028089651,5233300797458702,5233300820428926,5233289051352453
157,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,215,257468,257468,16000000,256,0,0,4,4,16,64,0x0,0x7f5ca4f993c0,313269,313269,250000,2000000,189341429,1421048579,5233289028270860,5233300820428926,5233300820607004,5233289051483248
158,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,217,257468,257468,4194304,256,0,0,4,4,16,64,0x0,0x7f5ca4f998c0,102123,102123,65536,524288,55093629,413219321,5233289028391856,5233300820620444,5233300820668284,5233289051580460
159,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,218,257468,257468,4194304,256,40960,0,116,20,32,64,0x0,0x7f5ca54b0680,37739575,37739575,65536,158531584,24020126511,178908941328,5233289028536025,5233300820668284,5233300843632748,5233289074608663
160,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,220,257468,257468,16000000,256,0,0,4,4,16,64,0x0,0x7f5ca4f993c0,312948,312948,250000,2000000,189104346,1419565202,5233289028655219,5233300843644268,5233300843818668,5233289074825319
161,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,222,257468,257468,4194304,256,0,0,4,4,16,64,0x0,0x7f5ca4f998c0,102070,102070,65536,524288,54601918,409898116,5233289028770274,5233300843830828,5233300843882188,5233289074913814
162,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,223,257468,257468,4194304,256,40960,0,116,20,32,64,0x0,0x7f5ca54b0680,37686518,37686518,65536,158531584,23981355397,178623681568,5233289028909043,5233300843882188,5233300866902171,5233289097917802
163,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,225,257468,257468,16000000,256,0,0,4,4,16,64,0x0,0x7f5ca4f993c0,313391,313391,250000,2000000,189412196,1421934170,5233289029026242,5233300866913691,5233300867091131,5233289098309385
