Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,SQ_INSTS_SMEM,SQ_INST_LEVEL_SMEM,SQ_ACCUM_PREV_HIRES,DispatchNs,BeginNs,EndNs,CompleteNs
94,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,130,256528,256528,2097152,256,40960,0,116,20,32,64,0x0,0x7efc0b6d8680,131072,82696824,9262046632,5233270868533705,5233300276860561,5233300299578782,5233270891501666
95,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,131,256528,256528,16000000,256,0,0,4,4,16,64,0x0,0x7efc0b1993c0,250000,1431960,160525744,5233270868708332,5233300299578782,5233300299755742,5233270891640566
96,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,133,256528,256528,4194304,256,0,0,4,4,16,64,0x0,0x7efc0b1998c0,65536,760400,85294376,5233270868826803,5233300299769182,5233300299816542,5233270891726707
97,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,134,256528,256528,2097152,256,40960,0,116,20,32,64,0x0,0x7efc0b6d8680,131072,82718014,9264470512,5233270868967296,5233300299816554,5233300322536376,5233270914487881
98,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,136,256528,256528,16000000,256,0,0,4,4,16,64,0x0,0x7efc0b1993c0,250000,1589816,178257056,5233270869083674,5233300322547894,5233300322730934,5233270914698455
99,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,138,256528,256528,4194304,256,0,0,4,4,16,64,0x0,0x7efc0b1998c0,65536,564048,63321808,5233270869201484,5233300322742934,5233300322790614,5233270914783995
100,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,139,256528,256528,2097152,256,40960,0,116,20,32,64,0x0,0x7efc0b6d8680,131072,82750156,9268200568,5233270869341276,5233300322790614,5233300345509636,5233270937547143
101,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,141,256528,256528,16000000,256,0,0,4,4,16,64,0x0,0x7efc0b1993c0,250000,1488570,166980576,5233270869458525,5233300345521156,5233300345694916,5233270937763127
102,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,143,256528,256528,4194304,256,0,0,4,4,16,64,0x0,0x7efc0b1998c0,65536,845774,94715968,5233270869571086,5233300345706916,5233300345753156,5233270937849488
103,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,144,256528,256528,2097152,256,40960,0,116,20,32,64,0x0,0x7efc0b6d8680,131072,82760574,9269346168,5233270869707200,5233300345753156,5233300368475857,5233270960618127
104,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,146,256528,256528,16000000,256,0,0,4,4,16,64,0x0,0x7efc0b1993c0,250000,1588596,178114064,5233270869820923,5233300368487377,5233300368661777,5233270960833039
105,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,148,256528,256528,4194304,256,0,0,4,4,16,64,0x0,0x7efc0b1998c0,65536,964014,108049728,5233270869929776,5233300368674097,5233300368722257,5233270960919360
106,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,149,256528,256528,2097152,256,40960,0,116,20,32,64,0x0,0x7efc0b6d8680,131072,82786856,9272213288,5233270870065390,5233300368722473,5233300391440379,5233270983690704
107,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,151,256528,256528,4194304,256,0,0,4,4,16,64,0x0,0x7efc0b1998c0,65536,355060,39789144,5233270983900726,5233300391630937,5233300391679417,5233270984090872
108,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,152,256528,256528,4194304,256,61440,0,128,16,48,64,0x0,0x7efc0b698680,262144,83684622,9372991488,5233270990848632,5233300397562134,5233300420524839,5233271014003663
109,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,155,256528,256528,16000000,256,0,0,4,4,16,64,0x0,0x7efc0b1993c0,250000,973592,109056296,5233271014021356,5233300420618759,5233300420797319,5233271014378124
110,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,156,256528,256528,4194304,256,0,0,4,4,16,64,0x0,0x7efc0b1998c0,65536,668148,74935344,5233271014203226,5233300420797319,5233300420847399,5233271014474774
111,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,157,256528,256528,4194304,256,61440,0,128,16,48,64,0x0,0x7efc0b698680,262144,83538414,9356928288,5233271014345452,5233300420847399,5233300443794424,5233271037491297
112,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,158,256528,256528,16000000,256,0,0,4,4,16,64,0x0,0x7efc0b1993c0,250000,1591474,178285424,5233271014452042,5233300443794424,5233300443974104,5233271037635476
113,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,159,256528,256528,4194304,256,0,0,4,4,16,64,0x0,0x7efc0b1998c0,65536,844868,94791368,5233271014639813,5233300443974104,5233300444024664,5233271037719994
114,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,160,256528,256528,4194304,256,61440,0,128,16,48,64,0x0,0x7efc0b698680,262144,83616544,9365093048,5233271014778553,5233300444024520,5233300466973943,5233271060714475
115,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,161,256528,256528,16000000,256,0,0,4,4,16,64,0x0,0x7efc0b1993c0,250000,1338922,150033680,5233271014868030,5233300466973943,5233300467151061,5233271060918447
116,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,162,256528,256528,4194304,256,0,0,4,4,16,64,0x0,0x7efc0b1998c0,65536,754244,84592080,5233271014948611,5233300467151061,5233300467200341,5233271060995601
117,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,163,256528,256528,4194304,256,61440,0,128,16,48,64,0x0,0x7efc0b698680,262144,83566746,9359153512,5233271015080547,5233300467200341,5233300490153444,5233271083973310
118,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,164,256528,256528,16000000,256,0,0,4,4,16,64,0x0,0x7efc0b1993c0,250000,1507536,168941064,5233271015166498,5233300490153444,5233300490332644,5233271084178334
119,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,165,256528,256528,4194304,256,0,0,4,4,16,64,0x0,0x7efc0b1998c0,65536,760670,85120608,5233271015265453,5233300490332644,5233300490380484,5233271084255268
120,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,166,256528,256528,4194304,256,61440,0,128,16,48,64,0x0,0x7efc0b698680,262144,83707738,9375570032,5233271015395106,5233300490380484,5233300513351187,5233271107262663
121,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,167,256528,256528,16000000,256,0,0,4,4,16,64,0x0,0x7efc0b1993c0,250000,1442848,161475240,5233271015486166,5233300513351187,5233300513526547,5233271107467846
122,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,168,256528,256528,4194304,256,0,0,4,4,16,64,0x0,0x7efc0b1998c0,65536,972746,108980224,5233271015568110,5233300513526547,5233300513576627,5233271107546183
123,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,169,256528,256528,4194304,256,61440,0,128,16,48,64,0x0,0x7efc0b698680,262144,83626422,9365912688,5233271015696099,5233300513576569,5233300536516711,5233271130535474
124,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,171,256528,256528,4194304,256,0,0,4,4,16,64,0x0,0x7efc0b1998c0,65536,361884,40565152,5233271130601487,5233300536578309,5233300536625189,5233271130794969
125,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,172,256528,256528,4194304,256,61440,0,128,16,48,64,0x0,0x7efc0b698680,262144,83562164,9359015808,5233271130802343,5233300536638309,5233300559594131,5233271153998491
126,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,173,256528,256528,16000000,256,0,0,4,4,16,64,0x0,0x7efc0b1993c0,250000,1411830,158124680,5233271130975236,5233300559594131,5233300559770131,5233271154134355
127,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,175,256528,256528,4194304,256,0,0,4,4,16,64,0x0,0x7efc0b1998c0,65536,808932,90732992,5233271131089250,5233300559783571,5233300559830451,5233271154229253
128,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,176,256528,256528,4194304,256,61440,0,128,16,48,64,0x0,0x7efc0b698680,262144,83619502,9365052520,5233271131231586,5233300559830451,5233300582793793,5233271177211460
129,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,178,256528,256528,16000000,256,0,0,4,4,16,64,0x0,0x7efc0b1993c0,250000,1447212,162335728,5233271131347563,5233300582804993,5233300582981313,5233271177425400
130,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,180,256528,256528,4194304,256,0,0,4,4,16,64,0x0,0x7efc0b1998c0,65536,959328,107369592,5233271131461336,5233300582993473,5233300583040673,5233271177510960
131,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,181,256528,256528,4194304,256,61440,0,128,16,48,64,0x0,0x7efc0b698680,262144,83541600,9356871272,5233271131599204,5233300583040690,5233300605991553,5233271200497005
132,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,183,256528,256528,16000000,256,0,0,4,4,16,64,0x0,0x7efc0b1993c0,250000,1453208,162870328,5233271131712786,5233300606002911,5233300606177471,5233271200708721
133,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,185,256528,256528,4194304,256,0,0,4,4,16,64,0x0,0x7efc0b1998c0,65536,836404,93782920,5233271131824114,5233300606189471,5233300606235871,5233271200792899
134,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,186,256528,256528,4194304,256,61440,0,128,16,48,64,0x0,0x7efc0b698680,262144,83538388,9356250496,5233271131959898,5233300606235871,5233300629182093,5233271223763585
