Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,SQ_INSTS_VMEM,SQ_INST_LEVEL_VMEM,SQ_ACCUM_PREV_HIRES,DispatchNs,BeginNs,EndNs,CompleteNs
158,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,217,256842,256842,4194304,256,0,0,4,4,16,64,0x0,0x7f35edc998c0,262144,4258490,476976396,5233277255698468,5233300820620444,5233300820668284,5233277278888576
159,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,218,256842,256842,4194304,256,40960,0,116,20,32,64,0x0,0x7f35edcd0680,42991616,822650008,92135577280,5233277255836406,5233300820668284,5233300843632748,5233277301894488
160,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,220,256842,256842,16000000,256,0,0,4,4,16,64,0x0,0x7f35edc993c0,1000000,16598143,1859090468,5233277255949678,5233300843644268,5233300843818668,5233277302108458
161,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,222,256842,256842,4194304,256,0,0,4,4,16,64,0x0,0x7f35edc998c0,262144,4517980,506085840,5233277256059975,5233300843830828,5233300843882188,5233277302195080
162,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,223,256842,256842,4194304,256,40960,0,116,20,32,64,0x0,0x7f35edcd0680,42991616,823532934,92234690976,5233277256195097,5233300843882188,5233300866902171,5233277325220027
163,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,225,256842,256842,16000000,256,0,0,4,4,16,64,0x0,0x7f35edc993c0,1000000,16766768,1877858236,5233277256308850,5233300866913691,5233300867091131,5233277325434789
164,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,227,256842,256842,4194304,256,0,0,4,4,16,64,0x0,0x7f35edc998c0,262144,4409834,493993152,5233277256417504,5233300867103291,5233300867149211,5233277325519558
165,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,228,256842,256842,4194304,256,40960,0,116,20,32,64,0x0,0x7f35edcd0680,42991616,822229998,92089282556,5233277256553718,5233300867149431,5233300890135818,5233277348533074
166,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,230,256842,256842,16000000,256,0,0,4,4,16,64,0x0,0x7f35edc993c0,1000000,16566811,1855470020,5233277256665427,5233300890147336,5233300890323016,5233277348741524
167,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,232,256842,256842,4194304,256,0,0,4,4,16,64,0x0,0x7f35edc998c0,262144,4517516,506007228,5233277256772217,5233300890335016,5233300890381736,5233277348829438
168,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,233,256842,256842,4194304,256,40960,0,116,20,32,64,0x0,0x7f35edcd0680,42991616,824212584,92310652816,5233277256906809,5233300890381736,5233300913389563,5233277371854206
169,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,235,256842,256842,4194304,256,0,0,4,4,16,64,0x0,0x7f35edc998c0,262144,4302471,481923988,5233277372063327,5233300913590362,5233300913638362,5233277372261878
170,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,236,256842,256842,8388608,256,61440,0,128,16,48,64,0x0,0x7f35edc78680,44040192,826092377,92521159296,5233277378742400,5233300920065879,5233300943380104,5233277402138381
171,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,239,256842,256842,16000000,256,0,0,4,4,16,64,0x0,0x7f35edc993c0,1000000,17070753,1911976464,5233277402154702,5233300943474344,5233300943653864,5233277402517350
172,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,240,256842,256842,4194304,256,0,0,4,4,16,64,0x0,0x7f35edc998c0,262144,4430664,496261696,5233277402337604,5233300943653864,5233300943709064,5233277402618730
173,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,241,256842,256842,8388608,256,61440,0,128,16,48,64,0x0,0x7f35edc78680,44040192,829270582,92878189024,5233277402479980,5233300943709270,5233300967040459,5233277426032405
174,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,242,256842,256842,16000000,256,0,0,4,4,16,64,0x0,0x7f35edc993c0,1000000,16822190,1884153820,5233277402592952,5233300967040459,5233300967221577,5233277426173749
175,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,243,256842,256842,4194304,256,0,0,4,4,16,64,0x0,0x7f35edc998c0,262144,4646954,520450092,5233277402781074,5233300967221577,5233300967269097,5233277426260742
176,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,244,256842,256842,8388608,256,61440,0,128,16,48,64,0x0,0x7f35edc78680,44040192,827457463,92674627992,5233277402915225,5233300967269097,5233300990579486,5233277449473100
177,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,245,256842,256842,16000000,256,0,0,4,4,16,64,0x0,0x7f35edc993c0,1000000,17184205,1924734252,5233277403005073,5233300990579486,5233300990761406,5233277449682061
178,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,246,256842,256842,4194304,256,0,0,4,4,16,64,0x0,0x7f35edc998c0,262144,4599597,515268148,5233277403085764,5233300990761406,5233300990814526,5233277449761610
179,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,247,256842,256842,8388608,256,61440,0,128,16,48,64,0x0,0x7f35edc78680,44040192,827852330,92717876812,5233277403214194,5233300990814526,5233301014119954,5233277473164865
180,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,248,256842,256842,16000000,256,0,0,4,4,16,64,0x0,0x7f35edc993c0,1000000,16729938,1873831508,5233277403300375,5233301014119954,5233301014296114,5233277473370870
181,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,249,256842,256842,4194304,256,0,0,4,4,16,64,0x0,0x7f35edc998c0,262144,4476333,501376592,5233277403381978,5233301014296114,5233301014345714,5233277473450499
182,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,250,256842,256842,8388608,256,61440,0,128,16,48,64,0x0,0x7f35edc78680,44040192,828265057,92765021368,5233277403511029,5233301014345200,5233301037613343,5233277496772723
183,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,251,256842,256842,16000000,256,0,0,4,4,16,64,0x0,0x7f35edc993c0,1000000,16495711,1847572132,5233277403596800,5233301037613343,5233301037790141,5233277496975893
184,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,252,256842,256842,4194304,256,0,0,4,4,16,64,0x0,0x7f35edc998c0,262144,4671901,523297248,5233277403673433,5233301037790141,5233301037841021,5233277497054290
185,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,253,256842,256842,8388608,256,61440,0,128,16,48,64,0x0,0x7f35edc78680,44040192,826799590,92601157084,5233277403799248,5233301037841021,5233301061157004,5233277520399456
186,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,255,256842,256842,4194304,256,0,0,4,4,16,64,0x0,0x7f35edc998c0,262144,4292475,480827068,5233277520467784,5233301061219884,5233301061267244,5233277520658470
187,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,256,256842,256842,8388608,256,61440,0,128,16,48,64,0x0,0x7f35edc78680,44040192,827494751,92679256020,5233277520669201,5233301061288844,5233301084605466,5233277544212027
188,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,257,256842,256842,16000000,256,0,0,4,4,16,64,0x0,0x7f35edc993c0,1000000,16602700,1859570288,5233277520844048,5233301084605466,5233301084784506,5233277544356577
189,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,259,256842,256842,4194304,256,0,0,4,4,16,64,0x0,0x7f35edc998c0,262144,4146251,464495928,5233277520955156,5233301084798106,5233301084845946,5233277544446656
190,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,260,256842,256842,8388608,256,61440,0,128,16,48,64,0x0,0x7f35edc78680,44040192,827516726,92681174264,5233277521093955,5233301084845899,5233301108209241,5233277567784138
191,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,262,256842,256842,16000000,256,0,0,4,4,16,64,0x0,0x7f35edc993c0,1000000,16437427,1841058200,5233277521207387,5233301108220919,5233301108398519,5233277567993369
192,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,264,256842,256842,4194304,256,0,0,4,4,16,64,0x0,0x7f35edc998c0,262144,4362698,488684376,5233277521320288,5233301108410679,5233301108457559,5233277568079681
193,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,265,256842,256842,8388608,256,61440,0,128,16,48,64,0x0,0x7f35edc78680,44040192,826273015,92541709740,5233277521454479,5233301108457559,5233301131776581,5233277591425919
194,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,267,256842,256842,16000000,256,0,0,4,4,16,64,0x0,0x7f35edc993c0,1000000,16358674,1832086040,5233277521567902,5233301131788261,5233301131963301,5233277591639108
195,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,269,256842,256842,4194304,256,0,0,4,4,16,64,0x0,0x7f35edc998c0,262144,4401188,493027016,5233277521677456,5233301131975461,5233301132022341,5233277591725590
196,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,270,256842,256842,8388608,256,61440,0,128,16,48,64,0x0,0x7f35edc78680,44040192,826954601,92617712712,5233277521812299,5233301132022341,5233301155215923,5233277615006987
197,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,272,256842,256842,16000000,256,0,0,4,4,16,64,0x0,0x7f35edc993c0,1000000,16662661,1866307680,5233277521924298,5233301155227923,5233301155406963,5233277615222801
198,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,274,256842,256842,4194304,256,0,0,4,4,16,64,0x0,0x7f35edc998c0,262144,4429215,496158208,5233277522030236,5233301155419283,5233301155466163,5233277615308211
199,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,275,256842,256842,8388608,256,61440,0,128,16,48,64,0x0,0x7f35edc78680,44040192,827707030,92701721024,5233277522171260,5233301155466177,5233301178789679,5233277638653208
200,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,277,256842,256842,4194304,256,0,0,4,4,16,64,0x0,0x7f35edc998c0,262144,4387411,491430348,5233277638852330,5233301179005677,5233301179052397,5233277639040893
201,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,278,256842,256842,8388608,256,40960,0,116,20,32,64,0x0,0x7f35edc68680,44040192,826086009,92521012692,5233277645029975,5233301184907433,5233301208209495,5233277668487953
202,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,281,256842,256842,16000000,256,0,0,4,4,16,64,0x0,0x7f35edc993c0,1000000,16897471,1892567872,5233277668504103,5233301208305975,5233301208487575,5233277668865128
203,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,282,256842,256842,4194304,256,0,0,4,4,16,64,0x0,0x7f35edc998c0,262144,4794942,537097044,5233277668684831,5233301208487575,5233301208537494,5233277668954506
204,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,283,256842,256842,8388608,256,40960,0,116,20,32,64,0x0,0x7f35edc68680,44040192,828473689,92788010448,5233277668826326,5233301208537494,5233301231882756,5233277692399038
205,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,284,256842,256842,16000000,256,0,0,4,4,16,64,0x0,0x7f35edc993c0,1000000,16979879,1901788888,5233277668917957,5233301231882756,5233301232060196,5233277692543107
206,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,285,256842,256842,4194304,256,0,0,4,4,16,64,0x0,0x7f35edc998c0,262144,4706302,527131556,5233277669149340,5233301232060196,5233301232108996,5233277692627836
207,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,286,256842,256842,8388608,256,40960,0,116,20,32,64,0x0,0x7f35edc68680,44040192,827310712,92657381488,5233277669285234,5233301232109026,5233301255421969,5233277715976469
208,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,287,256842,256842,16000000,256,0,0,4,4,16,64,0x0,0x7f35edc993c0,1000000,16531696,1851611084,5233277669377426,5233301255421969,5233301255599247,5233277716178076
209,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,288,256842,256842,4194304,256,0,0,4,4,16,64,0x0,0x7f35edc998c0,262144,4587047,513798276,5233277669456534,5233301255599247,5233301255648687,5233277716257525
210,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,289,256842,256842,8388608,256,40960,0,116,20,32,64,0x0,0x7f35edc68680,44040192,827057809,92629954404,5233277669584073,5233301255648687,5233301278990910,5233277739622298
211,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,290,256842,256842,16000000,256,0,0,4,4,16,64,0x0,0x7f35edc993c0,1000000,16802677,1882036684,5233277669677859,5233301278990910,5233301279167389,5233277739827782
212,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,291,256842,256842,4194304,256,0,0,4,4,16,64,0x0,0x7f35edc998c0,262144,4337496,485878872,5233277669760032,5233301279167389,5233301279215709,5233277739907361
213,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,292,256842,256842,8388608,256,40960,0,116,20,32,64,0x0,0x7f35edc68680,44040192,826222958,92535197732,5233277669886769,5233301279215709,5233301302487532,5233277763260743
214,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,293,256842,256842,16000000,256,0,0,4,4,16,64,0x0,0x7f35edc993c0,1000000,16985565,1902440780,5233277669972159,5233301302487532,5233301302667852,5233277763472840
215,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,294,256842,256842,4194304,256,0,0,4,4,16,64,0x0,0x7f35edc998c0,262144,4432980,496573496,5233277670052730,5233301302667852,5233301302716012,5233277763551296
216,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,295,256842,256842,8388608,256,40960,0,116,20,32,64,0x0,0x7f35edc68680,44040192,826418034,92557943840,5233277670188664,5233301302716207,5233301326031712,5233277786914356
217,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,297,256842,256842,4194304,256,0,0,4,4,16,64,0x0,0x7f35edc998c0,262144,4400147,492869924,5233277786980731,5233301326101470,5233301326148670,5233277787176206
218,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,298,256842,256842,8388608,256,40960,0,116,20,32,64,0x0,0x7f35edc68680,44040192,826446247,92560704132,5233277787186906,5233301326170270,5233301349480975,5233277810705137
219,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,299,256842,256842,16000000,256,0,0,4,4,16,64,0x0,0x7f35edc993c0,1000000,16448626,1842237340,5233277787362164,5233301349480975,5233301349662575,5233277810849116
220,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,301,256842,256842,4194304,256,0,0,4,4,16,64,0x0,0x7f35edc998c0,262144,4156692,465646816,5233277787473793,5233301349675855,5233301349722255,5233277810941148
221,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,302,256842,256842,8388608,256,40960,0,116,20,32,64,0x0,0x7f35edc68680,44040192,827592059,92689929328,5233277787611871,5233301349722255,5233301373044319,5233277834318284
222,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,304,256842,256842,16000000,256,0,0,4,4,16,64,0x0,0x7f35edc993c0,1000000,16524466,1850783792,5233277787724452,5233301373055839,5233301373234559,5233277834533577
223,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,306,256842,256842,4194304,256,0,0,4,4,16,64,0x0,0x7f35edc998c0,262144,4246499,475697576,5233277787834788,5233301373246879,5233301373293439,5233277834617765
224,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,307,256842,256842,8388608,256,40960,0,116,20,32,64,0x0,0x7f35edc68680,44040192,825286058,92430985332,5233277787968087,5233301373293231,5233301396586814,5233277857928827
225,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,309,256842,256842,16000000,256,0,0,4,4,16,64,0x0,0x7f35edc993c0,1000000,16331209,1829197220,5233277788081079,5233301396598492,5233301396774332,5233277858137037
226,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,311,256842,256842,4194304,256,0,0,4,4,16,64,0x0,0x7f35edc998c0,262144,4353769,487678128,5233277788187999,5233301396786492,5233301396834172,5233277858223789
227,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,312,256842,256842,8388608,256,40960,0,116,20,32,64,0x0,0x7f35edc68680,44040192,825779927,92486777332,5233277788321799,5233301396834172,5233301420165675,5233277881486562
228,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,314,256842,256842,16000000,256,0,0,4,4,16,64,0x0,0x7f35edc993c0,1000000,16628281,1862384656,5233277788432997,5233301420177034,5233301420350794,5233277881698518
229,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,316,256842,256842,4194304,256,0,0,4,4,16,64,0x0,0x7f35edc998c0,262144,4450241,498414992,5233277788541460,5233301420362954,5233301420411114,5233277881784820
230,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,317,256842,256842,8388608,256,40960,0,116,20,32,64,0x0,0x7f35edc68680,44040192,829215278,92872010860,5233277788677024,5233301420411114,5233301443707737,5233277905157668
231,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,319,256842,256842,1048576,128,61440,0,8,144,48,64,0x0,0x7f35ed7f8680,50593792,703493580,78791202084,5233277911780626,5233301450172209,5233301485581307,5233277947359826
232,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,322,256842,256842,16000000,256,0,0,4,4,16,64,0x0,0x7f35edc993c0,1000000,16844852,1886579144,5233277947375065,5233301485680985,5233301485860665,5233277947726612
233,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,323,256842,256842,1048576,128,61440,0,8,144,48,64,0x0,0x7f35ed7f8680,50593792,704539573,78907277792,5233277947605836,5233301485860665,5233301521255363,5233277983226254
234,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,324,256842,256842,16000000,256,0,0,4,4,16,64,0x0,0x7f35edc993c0,1000000,16569509,1855947120,5233277947698349,5233301521255363,5233301521431363,5233277983368580
235,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,325,256842,256842,1048576,128,61440,0,8,144,48,64,0x0,0x7f35ed7f8680,50593792,704532579,78906998716,5233277947838061,5233301521431360,5233301556836298,5233278018815814
236,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,326,256842,256842,16000000,256,0,0,4,4,16,64,0x0,0x7f35edc993c0,1000000,16253343,1820422608,5233277947935253,5233301556836298,5233301557015336,5233278019018352
237,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,327,256842,256842,1048576,128,61440,0,8,144,48,64,0x0,0x7f35ed7f8680,50593792,704420256,78895965712,5233277948090182,5233301557015336,5233301592404274,5233278054453042
238,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,328,256842,256842,16000000,256,0,0,4,4,16,64,0x0,0x7f35edc993c0,1000000,16694893,1869935240,5233277948178387,5233301592404274,5233301592580434,5233278054662193
239,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,329,256842,256842,1048576,128,61440,0,8,144,48,64,0x0,0x7f35ed7f8680,50593792,704352584,78885828260,5233277948304944,5233301592580366,5233301627976023,5233278090109066
240,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,330,256842,256842,16000000,256,0,0,4,4,16,64,0x0,0x7f35edc993c0,1000000,17105269,1915843544,5233277948390774,5233301627976023,5233301628152021,5233278090316554
241,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,331,256842,256842,1048576,128,61440,0,8,144,48,64,0x0,0x7f35ed7f8680,50593792,704379894,78888999500,5233277948521108,5233301628152021,5233301663548798,5233278125749721
242,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,333,256842,256842,1048576,128,61440,0,8,144,48,64,0x0,0x7f35ed7f8680,50593792,704012958,78848718092,5233278125861099,5233301663654891,5233301699048150,5233278161463312
243,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,334,256842,256842,16000000,256,0,0,4,4,16,64,0x0,0x7f35edc993c0,1000000,16363659,1832768732,5233278125999238,5233301699048150,5233301699227508,5233278161602733
244,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,336,256842,256842,1048576,128,61440,0,8,144,48,64,0x0,0x7f35ed7f8680,50593792,704237526,78874361512,5233278126162172,5233301699240788,5233301734619487,5233278197039437
245,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,338,256842,256842,16000000,256,0,0,4,4,16,64,0x0,0x7f35edc993c0,1000000,16383452,1835003924,5233278126280524,5233301734630527,5233301734808287,5233278197250822
246,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,340,256842,256842,1048576,128,61440,0,8,144,48,64,0x0,0x7f35ed7f8680,50593792,704352791,78886282504,5233278126436085,5233301734820003,5233301770209577,5233278232700930
247,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,342,256842,256842,1048576,128,36864,0,8,144,48,64,0x0,0x7f35ed7e4680,50593792,721612462,80819840304,5233278239028055,5233301776352611,5233301811594984,5233278274445553
248,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,345,256842,256842,16000000,256,0,0,4,4,16,64,0x0,0x7f35edc993c0,1000000,16917380,1894781516,5233278274460471,5233301811685544,5233301811868424,5233278274847324
249,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,346,256842,256842,1048576,128,36864,0,8,144,48,64,0x0,0x7f35ed7e4680,50593792,721712605,80831879988,5233278274738240,5233301811868815,5233301847097274,5233278310180855
250,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,347,256842,256842,16000000,256,0,0,4,4,16,64,0x0,0x7f35edc993c0,1000000,16691826,1869494384,5233278274841904,5233301847097274,5233301847275032,5233278310321789
251,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,348,256842,256842,1048576,128,36864,0,8,144,48,64,0x0,0x7f35ed7e4680,50593792,721637292,80823363176,5233278275005190,5233301847275032,5233301882502691,5233278345592292
252,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,349,256842,256842,16000000,256,0,0,4,4,16,64,0x0,0x7f35edc993c0,1000000,16895884,1892351648,5233278275117610,5233301882502691,5233301882683651,5233278345800161
253,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,350,256842,256842,1048576,128,36864,0,8,144,48,64,0x0,0x7f35ed7e4680,50593792,721868808,80848333652,5233278275268352,5233301882683275,5233301917910929,5233278381075983
254,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,351,256842,256842,16000000,256,0,0,4,4,16,64,0x0,0x7f35edc993c0,1000000,16691737,1869430540,5233278275370653,5233301917910929,5233301918085487,5233278381279404
255,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,352,256842,256842,1048576,128,36864,0,8,144,48,64,0x0,0x7f35ed7e4680,50593792,721351133,80790952792,5233278275514031,5233301918085487,5233301953309621,5233278416550027
256,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,353,256842,256842,16000000,256,0,0,4,4,16,64,0x0,0x7f35edc993c0,1000000,16518522,1850080580,5233278275611123,5233301953309621,5233301953488021,5233278416757735
257,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,354,256842,256842,1048576,128,36864,0,8,144,48,64,0x0,0x7f35ed7e4680,50593792,721361916,80792201468,5233278275752928,5233301953488154,5233301988716930,5233278452027787
258,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,356,256842,256842,1048576,128,36864,0,8,144,48,64,0x0,0x7f35ed7e4680,50593792,721342437,80790048592,5233278452135538,5233301988821728,5233302024045544,5233278487580958
259,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,357,256842,256842,16000000,256,0,0,4,4,16,64,0x0,0x7f35edc993c0,1000000,16503571,1848483732,5233278452278296,5233302024045544,5233302024222183,5233278487716632
260,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,359,256842,256842,1048576,128,36864,0,8,144,48,64,0x0,0x7f35ed7e4680,50593792,721734624,80832428716,5233278452436131,5233302024235418,5233302059464993,5233278522994789
261,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<int>, Array<char*, 1>) ",2,0,361,256842,256842,16000000,256,0,0,4,4,16,64,0x0,0x7f35edc993c0,1000000,16626323,1862163412,5233278452553280,5233302059476031,5233302059653151,5233278523204461
262,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,363,256842,256842,1048576,128,36864,0,8,144,48,64,0x0,0x7f35ed7e4680,50593792,721610719,80819818836,5233278452708630,5233302059665311,5233302094898246,5233278558481306
263,"void elementwise_kernel<FillFunctor, Array >(int, FillFunctor<float>, Array<char*, 1>) ",2,0,365,256842,256842,4194304,256,0,0,4,4,16,64,0x0,0x7f35edc998c0,262144,4391093,491863768,5233278558672083,5233302095084646,5233302095130566,5233278558848092
264,_kernel_0d1d2d3d4d5d6d7c8d9c10d11c.kd,2,0,366,256842,256842,2097152,256,61440,0,128,16,48,64,0x0,0x7f35ee408680,42467328,815171080,91297938600,5233278558858712,5233302095155526,5233302117745109,5233278581699515
